goldbase10, goldbase100, goldbase1000, goldbase10000, goldbase100000, goldpar10, goldpar100, goldpar1000, goldpar10000, goldpar100000,
0.01, 	    0.01, 	 0.01, 	       0.01, 	      0.01, 	      0.02, 	 0.02, 	     0.07, 	  0.39, 	3.83,
0.01, 	    0.01, 	 0.01, 	       0.01, 	      0.02, 	      0.06, 	 0.09, 	     0.44, 	  4.05, 	38.97,
0.03,	    0.02, 	 0.02, 	       0.03, 	      0.03, 	      1.77, 	 2.11, 	     5.37, 	  >30.00, 	>30.00,
0.10,	    
0.88,								      1.27,	
8.75,								      1.25, 


(
1e4,
1e5,
1e6,
1e7,
1e8
1e9
)
